,Source,Target,type_of_content,created_at,text
178,stewardjornsen,Uber_Support,Reply,2019-12-29 17:28:05,@Uber_Support @uber your app almost made me miss my flight. I use it when I'm in Lagos. Activated a new phone just… https://t.co/5AO61OTsKA
179,stewardjornsen,Uber,Reply,2019-12-29 17:28:05,@Uber_Support @uber your app almost made me miss my flight. I use it when I'm in Lagos. Activated a new phone just… https://t.co/5AO61OTsKA
180,EzioKush,Uber_Support,Reply,2019-12-29 17:29:51,@Uber_Support Wrong Bill generates in Uber is a trend now and they have one of the pathetic customer support. No on… https://t.co/Ov0BSzmxG0
181,Uber_Support,ashleyaustinn,Reply,2019-12-29 17:30:20,"@ashleyaustinn Here to help! Please send us a DM with the phone number associated with your Uber account, so we can assist you."
182,I_said_Uhh,Uber_Support,Reply,2019-12-29 17:31:26,@Uber_Support @AskLyft any chance riders can opt out of getting drivers who smoke in their vehicles?
183,I_said_Uhh,AskLyft,Reply,2019-12-29 17:31:26,@Uber_Support @AskLyft any chance riders can opt out of getting drivers who smoke in their vehicles?
184,Uber_Support,NadiaZammal,Reply,2019-12-29 17:34:31,"@NadiaZammal We'll do everything we can to help. Please send us a DM with your phone number, so we can assist."
185,SatishInnov8,Uber_Support,Reply,2019-12-29 17:37:20,"@Uber_support, @Uber_India Will I receive a response to my complaint. Even my e mail hasn’t been replied... https://t.co/NCK7JSTTJO"
186,SatishInnov8,Uber_India,Reply,2019-12-29 17:37:20,"@Uber_support, @Uber_India Will I receive a response to my complaint. Even my e mail hasn’t been replied... https://t.co/NCK7JSTTJO"
187,ithnkimparanoid,Uber_Support,Reply,2019-12-29 17:44:57,@Uber_Support @ashleyaustinn Why DM you? You guys do ABSOLUTELY nothing and send generic responses (if you respond… https://t.co/PLqnMzLRuc
188,ithnkimparanoid,ashleyaustinn,Reply,2019-12-29 17:44:57,@Uber_Support @ashleyaustinn Why DM you? You guys do ABSOLUTELY nothing and send generic responses (if you respond… https://t.co/PLqnMzLRuc
189,Lori_R94,Uber_Support,Reply,2019-12-29 17:47:12,@Uber_Support hello Uber WHY has someone in my house been charged £80 for a taxi when we don’t even have the app an… https://t.co/4gSJNDOQm2
190,SandraMenottis,Uber_Support,Reply,2019-12-29 17:52:45,@Uber_Support please check dm
191,SandraMenottis,Uber_Support,Reply,2019-12-29 17:53:14,@Uber_Support please check dm.
192,oompa1974,Uber_Support,Reply,2019-12-29 17:53:18,"@Uber_Support Could you please help me? My bf is trying to change his information (cc #, phone etc...) but his info… https://t.co/4hmZO1fv5J"
193,brittybumps,Uber_Support,Reply,2019-12-29 18:07:53,@Uber_Support why is my bank account getting charged what seems to be a set fee when someone in my family is getting a ride? Not ok
194,UdaySripathi,Uber_Support,Reply,2019-12-29 18:42:47,@Uber_Support I just ordered Uber Eats and it did not apply the discount code!! There is no phone number to contact!!
195,ssswirly,Uber_Support,Reply,2019-12-29 18:42:54,"@Uber_Support I suggest with all the sexual harassment happening within Uber, Uber needs to make a filter for users… https://t.co/MuMTTyViQq"
196,ssswirly,Uber_Support,Reply,2019-12-29 18:43:06,"@Uber_Support This way we can feel safe and decrease the attacks on women, men and the LGBTQ+ community 
We all hav… https://t.co/vTiIAJvg4j"
197,alberteje66,Uber_Support,Reply,2019-12-29 18:58:54,@Uber_Support hi. I can't leave order notes even I prefer from McDonald's anymore. Help?
198,jatinbkumar,Uber_Support,Reply,2019-12-29 19:02:17,"@Uber_Support i have taken this ride from airport to palam 
But ur driver has shown this ride which I didn’t even t… https://t.co/LiID5IBnW7"
199,allienunn17,Uber_Support,Reply,2019-12-29 19:05:08,@Uber_Support how can I complain to you about about a real jerk driver on the road who almost hit me??
200,rawatpankaj,Uber_Support,Reply,2019-12-29 19:21:32,@Uber_Support @Uber This cab cancelled the pick after asking for the drop location https://t.co/mmXokW9H8z
201,rawatpankaj,Uber,Reply,2019-12-29 19:21:32,@Uber_Support @Uber This cab cancelled the pick after asking for the drop location https://t.co/mmXokW9H8z
202,CapHaVy,Uber_Support,Reply,2019-12-29 19:34:31,@Uber_Support is there a number I can call to talk to an agent because the help section in my app cannot answer my question
203,tazbaalz,Uber_Support,Reply,2019-12-29 19:36:10,"@Uber_Support for the third time, the fare quoted and the fare charged were two separate amounts. I understand a sl… https://t.co/9gwbyQ1J8n"
204,Pascal__M,Uber_Support,Reply,2019-12-29 20:28:25,@Uber_Support who can I contact about a faulty service fee about a CDMX jump bike „wrongly“ parked. If I try custom… https://t.co/G5O58a6BOt
205,giothecolombian,Uber_Support,Reply,2019-12-29 20:34:12,"@Uber_Support hello, i keep receiving text messages with an uber code even though I never requested one why is this?"
206,nom_nomaste,Uber_Support,Reply,2019-12-29 20:53:08,"@Uber_Support hello, my friend lost his phone in his last Uber ride, using my phone to help him find it. What is th… https://t.co/PjEsal6wrW"
207,nom_nomaste,Uber_Support,Reply,2019-12-29 20:54:28,"@Uber_Support Hello, my friend lost his phone in his last ride, using my phone to help him find it. What is the bes… https://t.co/SGQvWxb98p"
208,MrMacy88,Uber_Support,Reply,2019-12-29 20:54:35,@Uber_Support why you guys making it harder for the passengers to tip? Trying to get all us drivers to quit?
209,mrchow90278101,Uber_Support,Reply,2019-12-29 20:56:15,@Uber_Support my account is disabled from being a driver. How come I cant order food?
210,mackenziewayne,Uber_Support,Reply,2019-12-29 21:03:04,"@Uber_Support How do you all justify charging riders when a driver drives around in circles, refuses to answer call… https://t.co/nysmitSHsy"
211,anneybells,Uber_Support,Reply,2019-12-29 21:10:26,@Uber_Support I am not happy with your services right now
212,Uber_Support,Npteggchaser,Reply,2019-12-29 21:12:17,"@Npteggchaser We're sorry for the confusion, @Npteggchaser! Unfortunately, according to our policy, we will have to… https://t.co/ZEopqx520W"
214,wooebj96,Uber_Support,Reply,2019-12-29 21:22:45,@Uber_Support please DM me ASAP left phone in Uber. Driver acknowledged finding it and won’t respond to return it.
215,ifaransajid,Uber_Support,Reply,2019-12-29 21:33:33,"@Uber_Support Captains are misusing the cancel ride feature.
They ask you if the ride is on credit or where you wan… https://t.co/4BKz2tdopj"
216,Npteggchaser,Uber_Support,Reply,2019-12-29 21:43:20,"@Uber_Support Will pass it on, but seems a long winded way to look into it, rather than b able to contact them dire… https://t.co/PUAbD13Ngq"
217,Yommigold8,Uber_Support,Reply,2019-12-29 22:05:34,@Uber_Support pls attend to my case
218,CaonaboT,Uber_Support,Reply,2019-12-29 22:09:19,@Uber_Support hi. We are having problem with the promotion. Iam a uber eats driver and the promotions are no workin… https://t.co/HsQrM5dQsi
219,TrakHouseMusic,Uber_Support,Reply,2019-12-29 22:12:29,"@Uber_Support care to explain to your customers why you are indefinitely withholding driver's pay for ""suspicious a… https://t.co/VYqJq90tVj"
220,skittlesj21,Uber_Support,Reply,2019-12-29 22:21:00,@uber_support I would like to know what is the proper way to make a complaint about one of your drivers?
221,Uber_Support,jeff_deeney,Reply,2019-12-29 22:21:14,@jeff_deeney We definitely want to get this sorted out. Please provide us your phone number via DM so we can further assist you.
222,jeff_deeney,Uber_Support,Reply,2019-12-29 22:24:25,"@Uber_Support I've been on the phone with your hapless phone support people for an hour now. Look, it's all good. Y… https://t.co/LighGSbxq2"
223,omars81,Uber_Support,Reply,2019-12-29 22:29:37,"@Uber_Support Help! My gift card discount didn't take, you charged me on PayPal and your app won't let me send a help request!"
224,randytho,Uber_Support,Reply,2019-12-29 22:30:30,@Uber_Support Is Uber Greenlight Hub open in Philadelphia tomorrow? Monday Dec 30?
225,utsav_sha,Uber_Support,Reply,2019-12-29 22:35:40,"@Uber_Support please cancel my ride pass, you did not mention it’s only per city!!"
226,AlexisS26424590,Uber_Support,Reply,2019-12-29 22:37:26,@Uber_Support I'm having issues leaving a tip for my driver.  No options of rate and tip showing in app.  I was abl… https://t.co/Cbi7YKQuSr
227,AcreUK,Uber_Support,Reply,2019-12-29 22:37:47,@Uber_Support I’ve tried contacting the driver and he just hung up on me and now won’t answer my calls. Very unprof… https://t.co/FjkYzRYvBb
228,MichaelMurray07,Uber_Support,Reply,2019-12-29 22:39:26,@Uber_Support your customer support is horrible. You really need a way where people can speak with someone and not… https://t.co/QG7PoTGpmT
229,Uber_Support,LuchadorLD,Reply,2019-12-29 22:53:59,@LuchadorLD We understand that this has been frustrating. Please send us the phone number associated with your Uber… https://t.co/XyygBlzJDO
230,auntiekerry,Uber_Support,Reply,2019-12-29 22:58:32,@Uber_Support I scratched off 2 characters on the gift code...how can I enter the $ amt to my acct?
231,vilacron,Uber_Support,Reply,2019-12-29 22:58:48,@Uber_Support @LuchadorLD It’s too late. The damage is done.
232,vilacron,LuchadorLD,Reply,2019-12-29 22:58:48,@Uber_Support @LuchadorLD It’s too late. The damage is done.
233,Jackieg414,Uber_Support,Reply,2019-12-29 23:11:52,"@Uber_Support my uber eats older has been sitting at ""recived"" for half an hour. Kids screaming they want their food. Help"
234,Uber_Support,jeff_deeney,Reply,2019-12-29 23:19:49,@jeff_deeney We definitely want to follow up. Please confirm your phone number via DM so we can further review.
235,froggameister1,Uber_Support,Reply,2019-12-29 23:20:29,@Uber_Support Attention Drivers! Lyft displays upcoming trips in advance and gives you the option of first dibbs on them!
236,jeff_deeney,Uber_Support,Reply,2019-12-29 23:24:23,@Uber_Support I already spent an hour on hold with two different support people who had no idea what to do. I can't… https://t.co/RITNYzJsxp
237,k13chris,Uber_Support,Reply,2019-12-29 23:53:48,@Uber_Support I was charged a fee for “Wait Time” when I was standing exactly where Uber pickups are located at thi… https://t.co/O8nc4smfES
238,YaniClovers,Uber_Support,Reply,2019-12-29 23:55:13,@Uber_Support money being taken by “UBER BV” from PayPal / bank for rides I’ve never taken and payment methods (Pay… https://t.co/lDvspk9JEY
239,lmalia984,Uber_Support,Reply,2019-12-29 23:59:55,@Uber_Support Jures Scranton pa .I left my black long sweater in your car.sentimental value .please contact me .
240,Eddienu43283041,Uber_Support,Reply,2019-12-30 00:01:38,"@Uber_Support
I requested a ride to the airport in Rio De Janeiro. The driver took a different route that added 50… https://t.co/I161hhBxxF"
241,talinkpink,Uber_Support,Reply,2019-12-30 00:17:01,@Uber_Support please check your DMs and respond. Thanks
242,dreamwithnikki,Uber_Support,Reply,2019-12-30 00:47:31,@Uber_Support omg your drive took the absolute worst route out of the Texans game. We walked to get away from the s… https://t.co/z5AgOHYSFP
243,FrankieAloysius,Uber_Support,Reply,2019-12-30 00:55:57,@Uber_Support HOW MANY TIMES DO I HAVE TO TELL YOU THAT I CANNOT PAY MY CHARGES BECAUSE YOU HAVE LOCKED ME OUT OF MY DAMNED ACCOUNT!
244,JORDANCBRAUN,Uber_Support,Reply,2019-12-30 01:02:09,@Uber_Support hi I need help with a lost phone in an uber and the app is preventing me from reaching the driver. @Uber
245,JORDANCBRAUN,Uber,Reply,2019-12-30 01:02:09,@Uber_Support hi I need help with a lost phone in an uber and the app is preventing me from reaching the driver. @Uber
246,Mollielouise22,Uber_Support,Reply,2019-12-30 01:10:22,"@Uber_Support My order hasn’t found a delivery partner for 40 minutes, can you cancel my order without me getting c… https://t.co/Ua8nwZKfZI"
247,LovelyLydia808,Uber_Support,Reply,2019-12-30 01:16:43,@Uber_Support hello I need help I just moved to New Zealand please help
248,becauseufollow,Uber_Support,Reply,2019-12-30 01:32:54,"@Uber_Support 
I can't find a way to contact you about an issue that isn't listed on your automated help list. Uber… https://t.co/KqDIEs7Tb8"
249,omoore24,Uber_Support,Reply,2019-12-30 01:58:25,@Uber_Support Why employ drivers who purposely choose not to connect with the riders they have agreed to pick up?
250,sharan_sherikar,Uber_Support,Reply,2019-12-30 02:05:49,"@Uber_Support hey guys, if a drive refuses and cancels the trip. Why I be charged the cancellation fee!!! I had to… https://t.co/NXNHChB7jj"
251,Umar_nr,Uber_Support,Reply,2019-12-30 02:06:46,@Uber_Support Are you gonna respond me on my query. Without my consent how can u deduct anything from my account. S… https://t.co/ypvtLzCCib
252,IronicaLirica,Uber_Support,Reply,2019-12-30 02:27:03,@Uber_Support how is this possible I’ve been asking why I can’t use my account if it’s been more than 48 hours sinc… https://t.co/a70D9klpWl
253,J13Bree,Uber_Support,Reply,2019-12-30 02:49:11,@Uber_Support why can’t I get a refund for items I didn’t receive? Why does your app customer service give irreleva… https://t.co/zSCsEi4cnA
254,Uber_Support,gregory_finney,Reply,2019-12-30 02:52:01,@gregory_finney We definitely want to get this sorted out. Please provide us your phone number via DM so we can further assist you.
255,gregory_finney,Uber_Support,Reply,2019-12-30 02:56:45,"@Uber_Support It was my partner @vellamalcolm account @UberEats 

He's already submitted feedback and a poor rating… https://t.co/vd8NGOBhP2"
256,gregory_finney,vellamalcolm,Reply,2019-12-30 02:56:45,"@Uber_Support It was my partner @vellamalcolm account @UberEats 

He's already submitted feedback and a poor rating… https://t.co/vd8NGOBhP2"
257,gregory_finney,UberEats,Reply,2019-12-30 02:56:45,"@Uber_Support It was my partner @vellamalcolm account @UberEats 

He's already submitted feedback and a poor rating… https://t.co/vd8NGOBhP2"
258,chrisjh18,Uber_Support,Reply,2019-12-30 03:13:17,"@Uber_Support I cannot log in to my account. It does not send me a verification SMS to reset my password, or an ema… https://t.co/KB0JMtWCXp"
259,baabu2,Uber_Support,Reply,2019-12-30 03:15:47,@Uber_Support am yet to receive anyone of your representative to call or reply to tweet and have sent several messa… https://t.co/HBEm2RkdkW
260,AZCloutGodz,Uber_Support,Reply,2019-12-30 03:17:16,@Uber_Support messed up my Popeyes special meal cold and missing items . I want complete refund
261,AH46964879,Uber_Support,Reply,2019-12-30 03:27:17,@Uber_Support Please can you dm me now
262,Captin_Wong,Uber_Support,Reply,2019-12-30 03:27:22,@Uber_Support my number is already being used and I don’t know by who as I was trying to make an account and did not let me because of this
263,IntegratedPaper,Uber_Support,Reply,2019-12-30 03:27:25,"@Uber_Support Hey my good eas stolen over two hours ago and I ordered it four ago, why has no part of customer support answere my tickets"
264,AH46964879,Uber_Support,Reply,2019-12-30 03:27:56,@Uber_Support I beg of you dm me
265,AH46964879,Uber_Support,Reply,2019-12-30 03:29:12,@Uber_Support I hope you’re not acting like you don’t see peoples incoming tweets because I’ve just read at least 2… https://t.co/D8KfAz6Nz5
266,sorb71,Uber_Support,Reply,2019-12-30 03:32:14,"@Uber_Support - my app is STILL NOT functioning correctly, it hasn't made ANY SOUNDS to alert me of ANY ride reques… https://t.co/XgY00h8XFE"
267,matthew356,Uber_Support,Reply,2019-12-30 03:35:02,@Uber_Support I was charged $75 at LAX last night when inside the baggage claim and outside the terminal it was jus… https://t.co/vEnoQRgZNA
